Name,Year,Quarter,Count
rich text format,2016,2,203
apacheconf,2016,2,203
smarty,2016,2,197
starlark,2016,2,196
xtend,2016,2,191
viml,2016,2,189
saltstack,2016,2,189
zephir,2016,2,186
mirc script,2016,2,176
standard ml,2016,2,168
sas,2016,2,157
groff,2016,2,147
jinja,2016,2,143
verilog,2016,2,142
racket,2016,2,142
eagle,2016,2,132
stylus,2016,2,129
logos,2016,2,126
cuda,2016,2,118
nginx,2016,2,117
gap,2016,2,114
processing,2016,2,111
javascript,2016,3,370929
python,2016,3,199829
java,2016,3,133170
ruby,2016,3,99275
php,2016,3,96026
go,2016,3,77394
c++,2016,3,66654
html,2016,3,52673
typescript,2016,3,50335
c#,2016,3,43185
c,2016,3,34589
shell,2016,3,28659
css,2016,3,26991
swift,2016,3,22293
scala,2016,3,21146
objective-c,2016,3,12227
rust,2016,3,8355
coffeescript,2016,3,6562
jupyter notebook,2016,3,6473
kotlin,2016,3,5743
lua,2016,3,5286
clojure,2016,3,4867
groovy,2016,3,4271
nix,2016,3,4048
elixir,2016,3,3922
dm,2016,3,3870
perl,2016,3,3815
haskell,2016,3,3680
powershell,2016,3,3131
makefile,2016,3,3115
erlang,2016,3,3057
r,2016,3,2447
ocaml,2016,3,2325
dart,2016,3,2174
puppet,2016,3,2150
julia,2016,3,2134
visual basic,2016,3,2041
emacs lisp,2016,3,2012
f#,2016,3,1373
dockerfile,2016,3,1321
vim script,2016,3,1254
vue,2016,3,1175
tex,2016,3,1151
scss,2016,3,956
fortran,2016,3,786
objective-c++,2016,3,742
haxe,2016,3,735
tsql,2016,3,718
yaml,2016,3,677
cmake,2016,3,635
elm,2016,3,607
matlab,2016,3,579
matlab,2016,3,519
scheme,2016,3,471
xslt,2016,3,469
plpgsql,2016,3,446
bitbake,2016,3,437
hcl,2016,3,429
purescript,2016,3,428
tcl,2016,3,419
crystal,2016,3,413
qml,2016,3,387
mustache,2016,3,383
common lisp,2016,3,375
gherkin,2016,3,369
sqf,2016,3,353
protocol buffer,2016,3,333
d,2016,3,327
perl 6,2016,3,307
smalltalk,2016,3,306
starlark,2016,3,295
apex,2016,3,291
batchfile,2016,3,291
glsl,2016,3,290
markdown,2016,3,287
roff,2016,3,284
arduino,2016,3,268
robotframework,2016,3,268
nim,2016,3,263
saltstack,2016,3,253
vala,2016,3,250
visual basic .net,2016,3,250
pascal,2016,3,249
mirc script,2016,3,243
raku,2016,3,235
nginx,2016,3,219
xtend,2016,3,217
stylus,2016,3,216
sourcepawn,2016,3,215
ooc,2016,3,211
rascal,2016,3,187
coldfusion,2016,3,185
assembly,2016,3,183
api blueprint,2016,3,182
plsql,2016,3,171
racket,2016,3,165
viml,2016,3,163
smarty,2016,3,162
rich text format,2016,3,152
webassembly,2016,3,151
jinja,2016,3,150
jsonnet,2016,3,147
apacheconf,2016,3,147
standard ml,2016,3,134
digital command language,2016,3,133
common workflow language,2016,3,130
cuda,2016,3,130
asp,2016,3,129
fortran,2016,3,113
yara,2016,3,110
actionscript,2016,3,108
xquery,2016,3,107
m4,2016,3,105
eagle,2016,3,104
javascript,2016,4,381082
python,2016,4,205626
java,2016,4,146732
php,2016,4,102718
ruby,2016,4,100313
go,2016,4,83963
c++,2016,4,70054
html,2016,4,62026
typescript,2016,4,60006
c#,2016,4,45681
c,2016,4,38772
shell,2016,4,32824
css,2016,4,28675
swift,2016,4,22300
scala,2016,4,22250
objective-c,2016,4,12246
rust,2016,4,8229
coffeescript,2016,4,7360
jupyter notebook,2016,4,7016
lua,2016,4,6627
kotlin,2016,4,5814
clojure,2016,4,4895
elixir,2016,4,4545
perl,2016,4,4317
groovy,2016,4,4313
nix,2016,4,3878
dm,2016,4,3575
haskell,2016,4,3376
powershell,2016,4,3363
erlang,2016,4,3269
dart,2016,4,2864
vue,2016,4,2830
makefile,2016,4,2798
ocaml,2016,4,2788
r,2016,4,2428
visual basic,2016,4,2352
puppet,2016,4,2115
emacs lisp,2016,4,1915
dockerfile,2016,4,1877
vim script,2016,4,1858
f#,2016,4,1383
tex,2016,4,1370
julia,2016,4,1216
elm,2016,4,1125
cmake,2016,4,1059
scss,2016,4,1023
purescript,2016,4,848
yaml,2016,4,740
matlab,2016,4,738
matlab,2016,4,720
tsql,2016,4,699
hcl,2016,4,692
fortran,2016,4,651
plpgsql,2016,4,648
objective-c++,2016,4,643
perl6,2016,4,624
gherkin,2016,4,600
crystal,2016,4,572
bitbake,2016,4,531
haxe,2016,4,525
common lisp,2016,4,493
xslt,2016,4,482
visual basic .net,2016,4,425
robotframework,2016,4,422
sqf,2016,4,408
pascal,2016,4,401
prolog,2016,4,382
arduino,2016,4,368
perl 6,2016,4,366
smalltalk,2016,4,364
qml,2016,4,358
smarty,2016,4,340
d,2016,4,331
batchfile,2016,4,325
xtend,2016,4,325
glsl,2016,4,288
ooc,2016,4,285
mustache,2016,4,282
mirc script,2016,4,279
assembly,2016,4,270
llvm,2016,4,267
sourcepawn,2016,4,265
raku,2016,4,260
apex,2016,4,259
scheme,2016,4,258
sqlpl,2016,4,253
vhdl,2016,4,252
roff,2016,4,247
vala,2016,4,246
webassembly,2016,4,231
coq,2016,4,223
coldfusion,2016,4,221
saltstack,2016,4,220
viml,2016,4,210
apacheconf,2016,4,204
cuda,2016,4,203
jinja,2016,4,202
plsql,2016,4,199
eagle,2016,4,194
standard ml,2016,4,193
starlark,2016,4,191
jsonnet,2016,4,191
1c enterprise,2016,4,178
nim,2016,4,171
rich text format,2016,4,168
nginx,2016,4,166
openedge abl,2016,4,163
rascal,2016,4,161
stylus,2016,4,142
ags script,2016,4,139
pug,2016,4,138
racket,2016,4,133
api blueprint,2016,4,131
abap,2016,4,123
processing,2016,4,120
tcl,2016,4,119
eiffel,2016,4,118
gcc machine description,2016,4,118
freemarker,2016,4,115
m4,2016,4,114
kicad,2016,4,112
autohotkey,2016,4,108
livescript,2016,4,105
pan,2016,4,102
javascript,2017,1,397530
python,2017,1,240232
java,2017,1,158813
php,2017,1,113779
ruby,2017,1,110629
go,2017,1,93281
c++,2017,1,78129
typescript,2017,1,75170
html,2017,1,64540
c#,2017,1,54073
c,2017,1,39191
shell,2017,1,35901
css,2017,1,30705
scala,2017,1,24332
swift,2017,1,23880
objective-c,2017,1,11755
rust,2017,1,11336
jupyter notebook,2017,1,9440
lua,2017,1,8950
kotlin,2017,1,7792
coffeescript,2017,1,6523
dm,2017,1,6359
elixir,2017,1,6164
clojure,2017,1,5519
groovy,2017,1,5463
perl,2017,1,4789
nix,2017,1,4727
powershell,2017,1,4349
haskell,2017,1,4076
dart,2017,1,3862
erlang,2017,1,3313
makefile,2017,1,3199
r,2017,1,3162
vue,2017,1,3056
ocaml,2017,1,2754
vim script,2017,1,2615
visual basic,2017,1,2596
tex,2017,1,2208
dockerfile,2017,1,2026
emacs lisp,2017,1,1969
puppet,2017,1,1961
julia,2017,1,1919
f#,2017,1,1385
fortran,2017,1,1177
matlab,2017,1,1164
scss,2017,1,1021
elm,2017,1,997
objective-c++,2017,1,986
hcl,2017,1,915
tsql,2017,1,909
purescript,2017,1,875
cmake,2017,1,815
gherkin,2017,1,789
xslt,2017,1,757
smarty,2017,1,729
pascal,2017,1,698
crystal,2017,1,697
plpgsql,2017,1,630
roff,2017,1,549
matlab,2017,1,516
bitbake,2017,1,515
haxe,2017,1,489
arduino,2017,1,459
d,2017,1,437
common lisp,2017,1,422
visual basic .net,2017,1,415
yaml,2017,1,399
glsl,2017,1,377
robotframework,2017,1,373
smalltalk,2017,1,357
mustache,2017,1,341
vala,2017,1,335
qml,2017,1,326
apex,2017,1,314
plsql,2017,1,308
saltstack,2017,1,305
assembly,2017,1,296
jsonnet,2017,1,284
sourcepawn,2017,1,284
batchfile,2017,1,270
sqf,2017,1,263
starlark,2017,1,254
scheme,2017,1,246
jinja,2017,1,244
ada,2017,1,240
asp,2017,1,237
raku,2017,1,229
nim,2017,1,226
perl6,2017,1,224
abap,2017,1,222
xtend,2017,1,212
markdown,2017,1,210
perl 6,2017,1,205
postscript,2017,1,194
standard ml,2017,1,186
prolog,2017,1,185
autoit,2017,1,182
coldfusion,2017,1,168
cuda,2017,1,166
freemarker,2017,1,165
web ontology language,2017,1,164
stylus,2017,1,163
protocol buffer,2017,1,162
autohotkey,2017,1,156
racket,2017,1,154
rich text format,2017,1,153
rascal,2017,1,150
webassembly,2017,1,150
groff,2017,1,146
api blueprint,2017,1,137
tcl,2017,1,133
processing,2017,1,127
kicad,2017,1,122
common workflow language,2017,1,120
mirc script,2017,1,119
component pascal,2017,1,113
eagle,2017,1,113
m4,2017,1,112
openscad,2017,1,108
sqlpl,2017,1,101
swig,2017,1,101
coq,2017,1,100
javascript,2017,2,388477
python,2017,2,251826
java,2017,2,157408
ruby,2017,2,108130
php,2017,2,105055
go,2017,2,99153
c++,2017,2,83233
typescript,2017,2,81956
html,2017,2,64912
c#,2017,2,53596
c,2017,2,38042
css,2017,2,35449
shell,2017,2,34568
scala,2017,2,23711
swift,2017,2,22266
rust,2017,2,12682
dm,2017,2,11293
objective-c,2017,2,11285
jupyter notebook,2017,2,10612
kotlin,2017,2,9434
lua,2017,2,6732
groovy,2017,2,5475
elixir,2017,2,5443
clojure,2017,2,5122
coffeescript,2017,2,5056
haskell,2017,2,4428
nix,2017,2,4187
dart,2017,2,4044
perl,2017,2,3992
r,2017,2,3850
powershell,2017,2,3837
vue,2017,2,3248
makefile,2017,2,2917
ocaml,2017,2,2829
erlang,2017,2,2796
hcl,2017,2,2481
visual basic,2017,2,2433
emacs lisp,2017,2,2413
vim script,2017,2,2329
dockerfile,2017,2,2120
julia,2017,2,2016
tex,2017,2,1929
puppet,2017,2,1786
f#,2017,2,1531
matlab,2017,2,1427
visual basic .net,2017,2,1328
cmake,2017,2,1073
elm,2017,2,1058
purescript,2017,2,1029
plpgsql,2017,2,927
fortran,2017,2,900
scss,2017,2,784
crystal,2017,2,761
matlab,2017,2,716
vala,2017,2,694
perl 6,2017,2,690
bitbake,2017,2,654
haxe,2017,2,641
objective-c++,2017,2,626
smarty,2017,2,622
gherkin,2017,2,587
xslt,2017,2,550
tsql,2017,2,549
perl6,2017,2,541
common lisp,2017,2,529
d,2017,2,522
freemarker,2017,2,518
yaml,2017,2,500
starlark,2017,2,468
arduino,2017,2,465
mustache,2017,2,441
qml,2017,2,438
mirc script,2017,2,433
smalltalk,2017,2,421
saltstack,2017,2,420
sqf,2017,2,396
roff,2017,2,389
assembly,2017,2,374
jinja,2017,2,362
scheme,2017,2,339
pascal,2017,2,315
apex,2017,2,314
nim,2017,2,291
plsql,2017,2,286
glsl,2017,2,268
batchfile,2017,2,266
webassembly,2017,2,257
standard ml,2017,2,246
m4,2017,2,222
uno,2017,2,208
markdown,2017,2,204
common workflow language,2017,2,200
asp,2017,2,198
raku,2017,2,198
sourcepawn,2017,2,196
rich text format,2017,2,187
processing,2017,2,178
swig,2017,2,173
json,2017,2,171
racket,2017,2,154
protocol buffer,2017,2,149
robotframework,2017,2,148
xtend,2017,2,138
apacheconf,2017,2,137
mathematica,2017,2,136
postscript,2017,2,133
stylus,2017,2,126
coldfusion,2017,2,125
labview,2017,2,121
cuda,2017,2,118
rascal,2017,2,118
abap,2017,2,117
openscad,2017,2,117
verilog,2017,2,115
f*,2017,2,109
autoit,2017,2,103
yara,2017,2,102
actionscript,2017,2,101
javascript,2017,3,356997
python,2017,3,243854
java,2017,3,140631
go,2017,3,104538
php,2017,3,100471
ruby,2017,3,97963
c++,2017,3,83317
typescript,2017,3,82460
html,2017,3,56455
c#,2017,3,51805
c,2017,3,37604
shell,2017,3,34510
css,2017,3,29659
scala,2017,3,22190
swift,2017,3,21781
rust,2017,3,11861
kotlin,2017,3,11063
jupyter notebook,2017,3,10160
objective-c,2017,3,10067
dm,2017,3,9295
elixir,2017,3,6293
groovy,2017,3,5774
lua,2017,3,5745
vue,2017,3,5424
haskell,2017,3,5233
nix,2017,3,5010
clojure,2017,3,4556
r,2017,3,4183
perl,2017,3,3904
powershell,2017,3,3829
makefile,2017,3,3803
coffeescript,2017,3,3677
dart,2017,3,3126
hcl,2017,3,2798
erlang,2017,3,2687
ocaml,2017,3,2173
emacs lisp,2017,3,2141
puppet,2017,3,2095
dockerfile,2017,3,2029
vim script,2017,3,2013
f#,2017,3,1507
visual basic .net,2017,3,1358
julia,2017,3,1332
matlab,2017,3,1296
tex,2017,3,1275
gherkin,2017,3,1138
cmake,2017,3,1115
elm,2017,3,965
common lisp,2017,3,917
visual basic,2017,3,841
fortran,2017,3,819
plpgsql,2017,3,801
tsql,2017,3,762
vala,2017,3,719
scss,2017,3,718
bitbake,2017,3,677
freemarker,2017,3,645
crystal,2017,3,631
purescript,2017,3,629
smarty,2017,3,597
smalltalk,2017,3,560
starlark,2017,3,536
matlab,2017,3,536
xslt,2017,3,520
d,2017,3,451
apex,2017,3,444
mirc script,2017,3,442
roff,2017,3,425
uno,2017,3,425
yaml,2017,3,423
mustache,2017,3,407
saltstack,2017,3,404
haxe,2017,3,397
arduino,2017,3,390
pascal,2017,3,389
assembly,2017,3,358
nim,2017,3,357
perl 6,2017,3,345
racket,2017,3,344
qml,2017,3,336
sourcepawn,2017,3,304
batchfile,2017,3,298
raku,2017,3,253
scheme,2017,3,250
sqf,2017,3,243
digital command language,2017,3,239
plsql,2017,3,238
webassembly,2017,3,229
standard ml,2017,3,224
xtend,2017,3,217
postscript,2017,3,201
common workflow language,2017,3,198
tcl,2017,3,189
jinja,2017,3,183
json,2017,3,179
gdscript,2017,3,170
meson,2017,3,167
abap,2017,3,164
robotframework,2017,3,162
m4,2017,3,161
mathematica,2017,3,159
1c enterprise,2017,3,151
protocol buffer,2017,3,147
stylus,2017,3,145
glsl,2017,3,144
objective-c++,2017,3,136
autohotkey,2017,3,119
purebasic,2017,3,116
nsis,2017,3,115
labview,2017,3,114
nunjucks,2017,3,114
swig,2017,3,112
processing,2017,3,110
coldfusion,2017,3,103
f*,2017,3,100
javascript,2017,4,334136
python,2017,4,234553
java,2017,4,143953
go,2017,4,99571
php,2017,4,98388
ruby,2017,4,93062
typescript,2017,4,90442
c++,2017,4,90097
html,2017,4,62609
c#,2017,4,50023
c,2017,4,38852
shell,2017,4,29172
css,2017,4,25131
swift,2017,4,21601
scala,2017,4,19270
jupyter notebook,2017,4,13497
kotlin,2017,4,12153
dm,2017,4,11068
rust,2017,4,10887
objective-c,2017,4,9382
groovy,2017,4,6354
vue,2017,4,5803
elixir,2017,4,5396
nix,2017,4,5366
lua,2017,4,5163
clojure,2017,4,4708
haskell,2017,4,4293
perl,2017,4,3962
powershell,2017,4,3607
coffeescript,2017,4,3499
dart,2017,4,3382
makefile,2017,4,3050
erlang,2017,4,2909
r,2017,4,2857
ocaml,2017,4,2577
emacs lisp,2017,4,2521
dockerfile,2017,4,2466
vim script,2017,4,2224
hcl,2017,4,2190
puppet,2017,4,1560
visual basic .net,2017,4,1512
tsql,2017,4,1383
tex,2017,4,1346
matlab,2017,4,1219
f#,2017,4,1168
julia,2017,4,1094
crystal,2017,4,1020
cmake,2017,4,998
fortran,2017,4,908
scss,2017,4,849
plpgsql,2017,4,804
elm,2017,4,768
smarty,2017,4,727
gherkin,2017,4,688
visual basic,2017,4,581
vala,2017,4,563
roff,2017,4,527
starlark,2017,4,511
bitbake,2017,4,508
purescript,2017,4,428
common lisp,2017,4,421
xslt,2017,4,420
smalltalk,2017,4,416
mirc script,2017,4,408
uno,2017,4,403
yaml,2017,4,400
sqf,2017,4,393
freemarker,2017,4,373
haxe,2017,4,356
d,2017,4,355
assembly,2017,4,345
pascal,2017,4,345
apex,2017,4,339
nim,2017,4,334
matlab,2017,4,329
sourcepawn,2017,4,307
mustache,2017,4,286
qml,2017,4,284
arduino,2017,4,282
robotframework,2017,4,262
batchfile,2017,4,262
standard ml,2017,4,237
glsl,2017,4,235
m4,2017,4,232
saltstack,2017,4,225
perl 6,2017,4,221
plsql,2017,4,213
tcl,2017,4,202
webassembly,2017,4,201
scheme,2017,4,198
coldfusion,2017,4,197
digital command language,2017,4,189
raku,2017,4,179
common workflow language,2017,4,173
abap,2017,4,166
stylus,2017,4,159
jinja,2017,4,155
gdscript,2017,4,152
markdown,2017,4,151
json,2017,4,149
postscript,2017,4,146
objective-c++,2017,4,144
vhdl,2017,4,144
jsonnet,2017,4,136
racket,2017,4,133
coq,2017,4,124
llvm,2017,4,120
eiffel,2017,4,119
cobol,2017,4,119
swig,2017,4,116
unrealscript,2017,4,114
autohotkey,2017,4,113
mathematica,2017,4,101
javascript,2018,1,265358
python,2018,1,210832
java,2018,1,117154
go,2018,1,94520
ruby,2018,1,84753
typescript,2018,1,84658
c++,2018,1,80650
php,2018,1,77555
c#,2018,1,41924
html,2018,1,37299
c,2018,1,34548
shell,2018,1,28330
scala,2018,1,17933
swift,2018,1,15788
css,2018,1,14715
dm,2018,1,10318
kotlin,2018,1,9521
rust,2018,1,9340
jupyter notebook,2018,1,8600
nix,2018,1,8387
objective-c,2018,1,6847
groovy,2018,1,5486
vue,2018,1,4889
dart,2018,1,4322
elixir,2018,1,3974
clojure,2018,1,3970
lua,2018,1,3832
haskell,2018,1,3819
perl,2018,1,3186
makefile,2018,1,3147
powershell,2018,1,3038
r,2018,1,2878
dockerfile,2018,1,2669
erlang,2018,1,2535
coffeescript,2018,1,2528
emacs lisp,2018,1,2487
ocaml,2018,1,2263
hcl,2018,1,1834
vim script,2018,1,1714
f#,2018,1,1608
puppet,2018,1,1486
tsql,2018,1,1079
scss,2018,1,1020
matlab,2018,1,965
julia,2018,1,924
crystal,2018,1,910
plpgsql,2018,1,881
cmake,2018,1,785
fortran,2018,1,743
gherkin,2018,1,713
elm,2018,1,685
freemarker,2018,1,677
bitbake,2018,1,662
jsonnet,2018,1,661
tex,2018,1,613
visual basic .net,2018,1,569
mirc script,2018,1,563
starlark,2018,1,558
vala,2018,1,540
yaml,2018,1,520
xslt,2018,1,476
roff,2018,1,416
assembly,2018,1,400
qml,2018,1,391
haxe,2018,1,359
smarty,2018,1,358
common lisp,2018,1,352
d,2018,1,345
smalltalk,2018,1,335
visual basic,2018,1,325
jinja,2018,1,322
mustache,2018,1,320
apex,2018,1,311
purescript,2018,1,291
uno,2018,1,286
abap,2018,1,268
standard ml,2018,1,257
glsl,2018,1,243
coq,2018,1,220
scheme,2018,1,215
webassembly,2018,1,214
robotframework,2018,1,196
rich text format,2018,1,188
objective-c++,2018,1,188
raku,2018,1,184
plsql,2018,1,184
nim,2018,1,172
stylus,2018,1,171
saltstack,2018,1,170
pascal,2018,1,168
json,2018,1,163
sourcepawn,2018,1,163
coldfusion,2018,1,161
m4,2018,1,150
sqf,2018,1,143
swig,2018,1,143
matlab,2018,1,140
perl 6,2018,1,138
gdscript,2018,1,134
common workflow language,2018,1,131
batchfile,2018,1,124
meson,2018,1,123
markdown,2018,1,120
eiffel,2018,1,112
javascript,2018,2,202755
python,2018,2,176307
java,2018,2,94255
go,2018,2,79150
c++,2018,2,70421
typescript,2018,2,69872
ruby,2018,2,66414
php,2018,2,57773
c#,2018,2,33633
html,2018,2,31250
c,2018,2,30412
shell,2018,2,21643
scala,2018,2,14229
swift,2018,2,12970
css,2018,2,9598
kotlin,2018,2,7852
nix,2018,2,7364
rust,2018,2,7331
jupyter notebook,2018,2,6681
objective-c,2018,2,6021
dm,2018,2,5288
groovy,2018,2,4886
dart,2018,2,4385
elixir,2018,2,3703
clojure,2018,2,3576
vue,2018,2,3545
lua,2018,2,3318
haskell,2018,2,3150
powershell,2018,2,2735
perl,2018,2,2709
erlang,2018,2,2474
makefile,2018,2,2392
ocaml,2018,2,2062
dockerfile,2018,2,2013
coffeescript,2018,2,1878
emacs lisp,2018,2,1759
r,2018,2,1735
vim script,2018,2,1354
mathematica,2018,2,1336
tsql,2018,2,983
puppet,2018,2,956
jsonnet,2018,2,948
hcl,2018,2,911
matlab,2018,2,905
visual basic .net,2018,2,860
fortran,2018,2,850
plpgsql,2018,2,742
scss,2018,2,722
starlark,2018,2,685
julia,2018,2,664
apex,2018,2,638
f#,2018,2,634
purescript,2018,2,599
freemarker,2018,2,598
crystal,2018,2,595
vala,2018,2,551
cmake,2018,2,531
scheme,2018,2,509
tex,2018,2,497
xslt,2018,2,488
bitbake,2018,2,453
gherkin,2018,2,427
mirc script,2018,2,420
elm,2018,2,381
haxe,2018,2,337
smalltalk,2018,2,337
smarty,2018,2,295
jinja,2018,2,277
yaml,2018,2,270
abap,2018,2,251
common lisp,2018,2,247
objective-c++,2018,2,245
racket,2018,2,229
mustache,2018,2,224
roff,2018,2,223
qml,2018,2,207
plsql,2018,2,206
perl 6,2018,2,205
saltstack,2018,2,194
sourcepawn,2018,2,189
assembly,2018,2,183
pascal,2018,2,182
glsl,2018,2,181
objective-j,2018,2,180
raku,2018,2,164
robotframework,2018,2,162
postscript,2018,2,154
nim,2018,2,152
d,2018,2,149
webassembly,2018,2,146
meson,2018,2,145
twig,2018,2,140
nunjucks,2018,2,137
markdown,2018,2,132
stylus,2018,2,128
rich text format,2018,2,126
batchfile,2018,2,125
coq,2018,2,122
llvm,2018,2,122
matlab,2018,2,116
visual basic,2018,2,107
m4,2018,2,106
coldfusion,2018,2,103
sqf,2018,2,103
javascript,2018,3,182227
python,2018,3,178331
java,2018,3,92773
go,2018,3,81798
c++,2018,3,69797
typescript,2018,3,69227
ruby,2018,3,61933
php,2018,3,54800
c#,2018,3,34080
html,2018,3,28591
c,2018,3,27791
shell,2018,3,21703
scala,2018,3,14125
swift,2018,3,12873
css,2018,3,9907
kotlin,2018,3,9035
nix,2018,3,7418
rust,2018,3,7066
jupyter notebook,2018,3,6507
objective-c,2018,3,5780
dm,2018,3,4933
groovy,2018,3,4825
dart,2018,3,4581
elixir,2018,3,3832
clojure,2018,3,3489
lua,2018,3,3228
haskell,2018,3,2870
perl,2018,3,2833
vue,2018,3,2772
makefile,2018,3,2547
erlang,2018,3,2373
coffeescript,2018,3,2295
powershell,2018,3,2078
ocaml,2018,3,2065
dockerfile,2018,3,1893
r,2018,3,1702
emacs lisp,2018,3,1518
vim script,2018,3,1510
puppet,2018,3,1260
julia,2018,3,1067
scss,2018,3,930
starlark,2018,3,924
tsql,2018,3,873
plpgsql,2018,3,870
jsonnet,2018,3,812
hcl,2018,3,775
f#,2018,3,720
matlab,2018,3,660
visual basic .net,2018,3,624
fortran,2018,3,621
apex,2018,3,577
freemarker,2018,3,575
abap,2018,3,530
xslt,2018,3,500
robotframework,2018,3,491
tex,2018,3,459
smalltalk,2018,3,450
crystal,2018,3,444
bitbake,2018,3,415
mirc script,2018,3,414
smarty,2018,3,409
cmake,2018,3,406
gherkin,2018,3,396
common lisp,2018,3,382
vala,2018,3,339
elm,2018,3,337
perl 6,2018,3,295
haxe,2018,3,271
purescript,2018,3,230
plsql,2018,3,214
assembly,2018,3,213
cuda,2018,3,213
racket,2018,3,205
roff,2018,3,199
twig,2018,3,198
mustache,2018,3,197
nunjucks,2018,3,181
markdown,2018,3,174
batchfile,2018,3,174
m4,2018,3,169
d,2018,3,157
nim,2018,3,155
sourcepawn,2018,3,148
saltstack,2018,3,142
yaml,2018,3,138
jinja,2018,3,134
scheme,2018,3,133
visual basic,2018,3,130
raku,2018,3,126
swig,2018,3,121
glsl,2018,3,115
pascal,2018,3,109
stylus,2018,3,104
webassembly,2018,3,100
javascript,2018,4,176351
python,2018,4,174702
java,2018,4,91653
go,2018,4,79705
typescript,2018,4,70816
c++,2018,4,65836
ruby,2018,4,62976
php,2018,4,57467
c#,2018,4,34389
html,2018,4,30472
c,2018,4,29879
shell,2018,4,19853
scala,2018,4,13381
swift,2018,4,11745
css,2018,4,10438
kotlin,2018,4,8938
nix,2018,4,8651
jupyter notebook,2018,4,6532
rust,2018,4,6532
elixir,2018,4,4771
objective-c,2018,4,4670
groovy,2018,4,4468
dart,2018,4,3933
dm,2018,4,3878
clojure,2018,4,3382
perl,2018,4,3041
lua,2018,4,2879
makefile,2018,4,2464
vue,2018,4,2243
haskell,2018,4,2197
powershell,2018,4,2015
emacs lisp,2018,4,1932
ocaml,2018,4,1893
erlang,2018,4,1882
dockerfile,2018,4,1808
coffeescript,2018,4,1770
r,2018,4,1406
vim script,2018,4,1366
starlark,2018,4,1123
scss,2018,4,1101
puppet,2018,4,1003
jsonnet,2018,4,949
tsql,2018,4,842
julia,2018,4,818
fortran,2018,4,732
matlab,2018,4,623
plpgsql,2018,4,599
cmake,2018,4,567
hcl,2018,4,562
f#,2018,4,542
vala,2018,4,542
mirc script,2018,4,517
freemarker,2018,4,508
apex,2018,4,479
jinja,2018,4,469
crystal,2018,4,436
visual basic .net,2018,4,433
tex,2018,4,422
roff,2018,4,397
bitbake,2018,4,395
coq,2018,4,388
xslt,2018,4,380
gherkin,2018,4,353
smalltalk,2018,4,345
abap,2018,4,309
nunjucks,2018,4,296
smarty,2018,4,248
perl 6,2018,4,238
batchfile,2018,4,237
yaml,2018,4,228
haxe,2018,4,227
qml,2018,4,221
elm,2018,4,211
webassembly,2018,4,210
common lisp,2018,4,194
assembly,2018,4,180
mustache,2018,4,178
pascal,2018,4,174
scheme,2018,4,174
purescript,2018,4,165
digital command language,2018,4,164
nim,2018,4,156
d,2018,4,154
plsql,2018,4,142
stylus,2018,4,138
m4,2018,4,135
glsl,2018,4,133
saltstack,2018,4,132
visual basic,2018,4,129
sourcepawn,2018,4,128
markdown,2018,4,119
swig,2018,4,113
raku,2018,4,102
llvm,2018,4,100
python,2019,1,192281
javascript,2019,1,186107
java,2019,1,105219
go,2019,1,91038
typescript,2019,1,80806
c++,2019,1,76323
ruby,2019,1,66036
php,2019,1,58637
c#,2019,1,39355
c,2019,1,35383
html,2019,1,30450
shell,2019,1,21814
scala,2019,1,15125
swift,2019,1,11540
kotlin,2019,1,10202
css,2019,1,9828
nix,2019,1,8675
jupyter notebook,2019,1,7482
rust,2019,1,7227
dart,2019,1,6020
objective-c,2019,1,5112
groovy,2019,1,4520
elixir,2019,1,4177
dm,2019,1,3702
clojure,2019,1,3073
lua,2019,1,3051
vue,2019,1,3037
perl,2019,1,2831
makefile,2019,1,2492
powershell,2019,1,2129
ocaml,2019,1,2055
haskell,2019,1,1838
starlark,2019,1,1818
emacs lisp,2019,1,1767
dockerfile,2019,1,1752
r,2019,1,1647
vim script,2019,1,1549
coffeescript,2019,1,1417
erlang,2019,1,1395
jsonnet,2019,1,1318
puppet,2019,1,1242
scss,2019,1,1195
hcl,2019,1,940
tsql,2019,1,912
julia,2019,1,880
matlab,2019,1,833
jinja,2019,1,738
f#,2019,1,679
fortran,2019,1,672
tex,2019,1,624
plpgsql,2019,1,550
apex,2019,1,525
cmake,2019,1,520
coq,2019,1,471
gherkin,2019,1,465
abap,2019,1,455
smarty,2019,1,448
visual basic .net,2019,1,443
mirc script,2019,1,394
bitbake,2019,1,390
vala,2019,1,364
lean,2019,1,361
roff,2019,1,348
smalltalk,2019,1,305
crystal,2019,1,298
xslt,2019,1,283
batchfile,2019,1,255
mustache,2019,1,249
yaml,2019,1,237
freemarker,2019,1,233
purescript,2019,1,218
glsl,2019,1,186
scheme,2019,1,178
webassembly,2019,1,177
plsql,2019,1,176
common lisp,2019,1,172
haxe,2019,1,172
qml,2019,1,169
perl 6,2019,1,167
elm,2019,1,162
nunjucks,2019,1,153
swig,2019,1,145
stylus,2019,1,141
visual basic,2019,1,135
pascal,2019,1,135
saltstack,2019,1,132
sqf,2019,1,120
nim,2019,1,119
llvm,2019,1,117
rich text format,2019,1,116
raku,2019,1,115
markdown,2019,1,112
m4,2019,1,105
assembly,2019,1,104
python,2019,2,194925
javascript,2019,2,192195
java,2019,2,109730
go,2019,2,92480
typescript,2019,2,83985
c++,2019,2,77842
ruby,2019,2,65185
php,2019,2,58828
c#,2019,2,41665
